movieId,title,poster_url,poster_source,0,1,2,3,4,5,6,7,8,9
175485,Death Note (2017),https://image.tmdb.org/t/p/w185/8xRQ0KG9ZZzjEiFa5fgEaTKhc0d.jpg,tmdb_by_id,3.4965072,5.9607425,6.338004,8.256846,5.0915008,6.874111,3.632202,8.7306385,7.012433,4.7788844
180045,Molly's Game (2017),https://image.tmdb.org/t/p/w185/tUYapLlLBB1FtDbU79JjhP8LE1a.jpg,tmdb_by_id,0.85355,6.516393,3.877149,6.1455464,3.8753903,6.926836,3.6301427,7.282288,5.9878716,4.884842
174815,The House (2017),https://image.tmdb.org/t/p/w185/hkmWkVgirei79bwds23Hr0lWSXS.jpg,tmdb_by_id,0.86201465,6.9233027,4.7678432,7.896367,4.7393746,5.384937,3.9756088,8.707735,7.1011133,4.752431
121097,To Grandmother's House We Go (1992),https://image.tmdb.org/t/p/w185/muzQuNYEQfZEPIN7G5shtKKT3fP.jpg,tmdb_by_id,1.2713224,7.913495,3.9386659,6.95142,3.4270353,5.9745145,3.627318,6.486234,6.5256205,4.9817133
166203,Sapphire Blue (2014),https://image.tmdb.org/t/p/w185/kxRqokSkj6HWuwVCbnddPFg73CM.jpg,tmdb_by_id,0.20986205,6.7158623,4.14313,6.3253603,3.8027334,6.2568116,3.8339403,7.356988,6.283513,4.859575
182823,Bright (2017),https://image.tmdb.org/t/p/w185/whkT53Sv2vKAUiknQ13pqcWaPXB.jpg,tmdb_by_id,0.8282646,6.943642,3.6414585,7.614201,5.0167036,5.692069,3.8413987,8.520253,6.6205664,4.683362
172887,Kid's Story (2003),https://image.tmdb.org/t/p/w185/SteXNwc3hRV9o2BlyxV3yBXCV2.jpg,tmdb_by_id,1.1157521,6.7925224,3.7266777,6.147836,3.3584182,7.300408,3.4218807,7.884753,6.1796527,5.155222
167036,Sing (2016),https://image.tmdb.org/t/p/w185/xviEKU073QAzeFRzWDdW9xDHPbB.jpg,tmdb_by_id,-0.38573486,6.7562847,4.5833936,6.660805,3.942063,5.5525174,4.0409427,7.857391,6.6816626,4.7736177
182749,Judd Apatow: The Return (2017),https://image.tmdb.org/t/p/w185/h83KVdM6UMJplVA8jgXWk60Kk1Y.jpg,tmdb_by_id,0.11849097,6.147229,4.7839446,6.4077744,4.4598694,5.9404697,4.0748687,6.9447017,6.1540227,4.526039
176051,LEGO DC Super Hero Girls: Brain Drain (2017),https://image.tmdb.org/t/p/w185/niLX2txdI5GlVowJlnb5Hr26QpK.jpg,tmdb_by_id,0.48473483,6.734853,5.2004743,7.7247396,4.6532264,5.2095785,4.0955577,8.546785,7.138822,4.6885242
120799,Terminator Genisys (2015),https://image.tmdb.org/t/p/w185/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,tmdb_by_id,0.8680187,7.05049,3.550787,7.4934187,4.8003244,5.8042955,3.7901206,8.363941,6.578626,4.7439322
172233,The Prime Gig (2000),https://image.tmdb.org/t/p/w185/gJTeDkT6zYfUlSQFlSiBKfpibwA.jpg,tmdb_by_id,2.9623046,7.0954733,6.767701,8.061731,3.3753169,6.5355053,3.5951352,8.425325,7.6402044,5.279778
177615,Lady Bird (2017),https://image.tmdb.org/t/p/w185/gl66K7zRdtNYGrxyS2YDUP5ASZd.jpg,tmdb_by_id,0.8724646,7.4373736,5.110279,7.5337143,3.60008,5.5733805,3.851951,8.221248,7.2820263,5.048433
172705,Tickling Giants (2017),https://image.tmdb.org/t/p/w185/7NlURmIhGaRuRukWfDg8KNj3oup.jpg,tmdb_by_id,-0.029086445,6.6691537,4.911029,7.4588437,4.6134896,5.1833496,4.132146,8.641509,7.033053,4.673033
170993,Mini's First Time (2006),https://image.tmdb.org/t/p/w185/8LSbj1iwkxM7AZRTKxCxfdmE4Lt.jpg,tmdb_by_id,0.06525683,7.4634414,5.2995377,7.157218,3.2846057,5.198688,4.0322804,7.6449895,7.2509317,5.0058355
120138,PK (2014),https://image.tmdb.org/t/p/w185/z2x2Y4tncefsIU7h82gmUM5vnBJ.jpg,tmdb_by_id,0.31151512,7.6219788,3.6836789,7.446046,4.0266733,5.4271398,3.8348246,8.423613,6.951695,4.9750624
183295,Insidious: The Last Key (2018),https://image.tmdb.org/t/p/w185/nb9fc9INMg8kQ8L7sE7XTNsZnUX.jpg,tmdb_by_id,0.6720032,5.9709783,4.4359455,6.274244,4.4411197,6.69401,3.8273184,7.3507586,5.9843225,4.660287
176805,Little Boxes (2017),https://image.tmdb.org/t/p/w185/2MARwPALPBlLUN9OyBqvDdeSenQ.jpg,tmdb_by_id,1.20895,7.543739,4.2970905,6.649354,3.1492016,6.386622,3.6008759,6.8224654,6.5343385,5.09797
173255,"Norm Macdonald: Hitler's Dog, Gossip & Trickery (2017)",https://image.tmdb.org/t/p/w185/2pD4occ7YI7oXBZWbCUW7U0DXqV.jpg,tmdb_by_id,0.4056568,6.6593094,3.675629,6.1367383,3.8022962,6.687457,3.6666653,7.561916,6.084406,4.8982954
120625,The Fool (2014),https://image.tmdb.org/t/p/w185/jJOuPUrkpUDETHqfZU0hXWvuWU0.jpg,tmdb_by_id,0.8520478,7.286446,4.4777727,6.252336,2.9033172,6.5777664,3.606364,6.9030185,6.4675827,5.118294
181065,Jack Whitehall: At Large (2017),https://image.tmdb.org/t/p/w185/AogLjcJoA8Jw11uLuQ62qyKkHZb.jpg,tmdb_by_id,0.7439488,5.9595027,4.538657,6.2548604,4.4321766,6.682304,3.844375,7.173607,5.961417,4.6314545
171759,The Beguiled (2017),https://image.tmdb.org/t/p/w185/x4R9jyiZhJzevASus5n6WyHQTdR.jpg,tmdb_by_id,0.4627234,7.5397854,3.3177488,6.632762,3.526795,6.1811223,3.6241295,7.6372614,6.445429,5.0481334
182293,Hare-um Scare-um (1939),https://image.tmdb.org/t/p/w185/fsxRmiN1GseeWQQqQLmkFdt2UDW.jpg,tmdb_by_id,0.28608364,8.120076,4.0660987,6.905313,2.7604408,5.686662,3.6957262,7.7109904,7.052541,5.260933
165843,Risk (2016),https://image.tmdb.org/t/p/w185/rxrkcyNNughClOL8j8qwNgY9xI5.jpg,tmdb_by_id,1.045544,6.153063,5.05546,7.6933436,5.3256783,5.7007184,4.0177407,8.600785,6.7655845,4.504452
193609,Andrew Dice Clay: Dice Rules (1991),https://image.tmdb.org/t/p/w185/yXmkQVETaCr8BHITkLeJe6x1GdA.jpg,tmdb_by_id,0.87184405,7.030181,3.4396443,7.418092,4.778929,5.912232,3.761627,8.393605,6.5255523,4.7698216
180031,The Shape of Water (2017),https://image.tmdb.org/t/p/w185/9zfwPffUXpBrEP26yp0q1ckXDcj.jpg,tmdb_by_id,0.30744302,6.1722407,4.7392025,6.400885,4.456311,6.0470986,4.031732,6.8033648,6.106402,4.543201
168254,Kong: Skull Island (2017),https://image.tmdb.org/t/p/w185/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,tmdb_by_id,-0.04835364,6.435564,4.044727,6.2329035,4.144233,6.182761,3.9117687,7.3694005,6.1280704,4.7147026
165347,Jack Reacher: Never Go Back (2016),https://image.tmdb.org/t/p/w185/cOg3UT2NYWHZxp41vpxAnVCOC4M.jpg,tmdb_by_id,0.93698454,6.8720174,3.704339,7.5749335,5.005932,5.802152,3.8225508,8.483883,6.5867343,4.6908736
171701,The Death of Louis XIV (2016),https://image.tmdb.org/t/p/w185/jIdCmItk3fI0Coze8q8xikoZGE6.jpg,tmdb_by_id,2.0511823,6.3373513,4.714263,7.752586,5.1486807,6.4100766,3.7236185,8.577525,6.6397824,4.6871395
171811,Embassy (2013),https://image.tmdb.org/t/p/w185/n8pYUqh3u7vjFWxO3V9TEZQuMsg.jpg,tmdb_by_id,2.0550249,7.8754463,5.9623027,7.705534,2.9041176,5.9209304,3.6583202,7.477819,7.510166,5.244624
176101,Kingsman: The Golden Circle (2017),https://image.tmdb.org/t/p/w185/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg,tmdb_by_id,0.2555429,7.4248934,4.5577855,6.973761,3.4949553,5.5325756,3.9500718,7.3479156,6.8653502,5.00747
165645,Bad Santa 2 (2016),https://image.tmdb.org/t/p/w185/xmsEwpA2fSq6IO3sfKrLuIPLHSc.jpg,tmdb_by_id,1.9680468,7.5972795,6.1915655,7.5822806,2.8094823,6.128035,3.678649,7.8078465,7.5481334,5.317955
121129,The Hungover Games (2014),https://image.tmdb.org/t/p/w185/sOqB812jWYgcHCyT2PVEk3RBtSm.jpg,tmdb_by_id,0.53883207,7.447992,3.6002803,6.9747868,3.8101811,5.951626,3.7123492,7.914053,6.6218605,4.9916725
120637,Blackhat (2015),https://image.tmdb.org/t/p/w185/7zu6HPnKPjNA7NuR4DGRdaH0PdX.jpg,tmdb_by_id,1.3616943,6.272082,5.0404997,8.015421,5.4630914,5.6636324,3.9826648,8.820864,6.8895035,4.527642
178323,Gaga: Five Foot Two (2017),https://image.tmdb.org/t/p/w185/g0NONcnzzvWoASFjFoDqXZUW6SV.jpg,tmdb_by_id,0.29931745,7.9159784,4.1628613,7.147568,3.053962,5.6244545,3.7788532,8.12495,7.153024,5.2696223
166705,Fences (2016),https://image.tmdb.org/t/p/w185/rQhxwViLVWjfp4Bop2QoXdYx8xH.jpg,tmdb_by_id,2.39919,7.130631,5.224006,7.344024,3.7710354,6.567944,3.5833044,7.1631074,6.7472873,4.9891343
165483,Joe Rogan: Triggered (2016),https://image.tmdb.org/t/p/w185/9a2O1CVhw7L339aSF6lZJhYcP7j.jpg,tmdb_by_id,0.65109813,6.4726815,4.760268,7.94517,5.4159827,5.21137,4.097933,8.808904,6.930781,4.489539
119828,A Man Called Blade (1977),https://image.tmdb.org/t/p/w185/3SMoPcN86q9DcSJEzIqls1u8fS3.jpg,tmdb_by_id,1.1420467,6.5233574,4.6749015,7.790792,5.1265025,5.7181473,3.9304698,8.663762,6.8270164,4.630853
182727,A Christmas Story Live! (2017),https://image.tmdb.org/t/p/w185/du010f2eoKOXqZ8Uo1h5zlke6Sf.jpg,tmdb_by_id,1.6285423,7.724576,6.0167756,8.120625,3.1796277,5.554822,3.8640134,8.457083,7.84789,5.3556767
120635,Taken 3 (2015),https://image.tmdb.org/t/p/w185/vzvMXMypMq7ieDofKThsxjHj9hn.jpg,tmdb_by_id,1.057196,7.182542,3.4773831,7.226201,4.368037,6.153195,3.66918,8.085493,6.4957643,4.889886
179211,Christina P: Mother Inferior (2017),https://image.tmdb.org/t/p/w185/wNZHC2TXsaC87L8erLP202tx1rF.jpg,tmdb_by_id,0.21784385,7.472553,4.7497144,6.981566,3.3628726,5.4691916,3.9664588,7.327719,6.9545217,5.03054
122906,Black Panther (2017),https://image.tmdb.org/t/p/w185/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,tmdb_by_id,0.5609043,6.674586,4.4385786,6.417544,3.9740548,6.195229,3.869766,6.765365,6.202181,4.746549
176935,Geostorm (2017),https://image.tmdb.org/t/p/w185/nrsx0jEaBgXq4PWo7SooSnYJTv.jpg,tmdb_by_id,0.6366006,6.761749,4.399338,6.3866973,3.960417,6.143302,3.8934727,6.295568,6.109686,4.724505
165969,HyperNormalisation (2016),https://image.tmdb.org/t/p/w185/tTqI2xoB7cGO7HASB22Sss6x44J.jpg,tmdb_by_id,2.1201713,6.283503,5.0776553,7.4645004,4.714796,6.6534047,3.6981647,8.223364,6.6102285,4.7834806
180985,The Greatest Showman (2017),https://image.tmdb.org/t/p/w185/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg,tmdb_by_id,0.065111496,6.252006,4.266323,6.2943406,4.244138,6.2666683,3.916465,7.581804,6.174563,4.7024283
172589,Winter in Prostokvashino (1984),https://image.tmdb.org/t/p/w185/npVjTdinip4kvViCjLpBIY44jXB.jpg,tmdb_by_id,1.803961,8.141123,5.825187,7.900447,2.7708838,5.6811686,3.6660197,8.0149145,7.7684407,5.3380914
179119,The Death of Stalin (2017),https://image.tmdb.org/t/p/w185/AqH7q89NxGRDAyRWKqsL3OBtYfV.jpg,tmdb_by_id,1.4397436,7.7494125,5.5378246,7.6341925,2.915358,5.8878765,3.738833,8.235912,7.563375,5.3798156
188751,Mamma Mia: Here We Go Again! (2018),https://image.tmdb.org/t/p/w185/aWicerX4Y7n7tUwRAVHsVcBBpj2.jpg,tmdb_by_id,0.99130434,7.1710887,4.810914,6.7007365,3.400996,6.171561,3.8001792,6.763341,6.5796466,5.0029025
189111,Spiral (2018),https://image.tmdb.org/t/p/w185/jrAa417l7fms1w52vZtKJUI849Q.jpg,tmdb_by_id,0.6424458,6.334568,5.3216395,7.867189,5.1986256,5.2407293,4.1360717,8.801561,7.051241,4.5216556
182715,Annihilation (2018),https://image.tmdb.org/t/p/w185/4YRplSk6BhH6PRuE9gfyw9byUJ6.jpg,tmdb_by_id,0.59913445,6.030328,4.387842,6.270658,4.39553,6.629177,3.8410869,7.35109,6.007889,4.670329
183959,Tom Segura: Disgraceful (2018),https://image.tmdb.org/t/p/w185/ll5QVhDsp6MbNWWZAGXc8vFu6Y9.jpg,tmdb_by_id,1.0403017,7.428479,3.49855,6.6486583,3.4327703,6.6211796,3.4984899,7.717415,6.4293866,5.135643
190213,John From (2015),https://image.tmdb.org/t/p/w185/mRmYWu9oLzlhn1t4pulsCEEMTyp.jpg,tmdb_by_id,1.2233588,7.134084,3.6353643,7.4754715,4.7030697,5.9548187,3.727292,8.009187,6.52277,4.7643576
183197,Dave Chappelle: Equanimity (2017),https://image.tmdb.org/t/p/w185/4EaNffvPj5uTxRbFcmiTkor1lZW.jpg,tmdb_by_id,0.6104968,6.627379,4.407917,6.385567,4.1081967,6.1505013,3.9178584,6.3502107,6.0652075,4.676681
175199,Annabelle: Creation (2017),https://image.tmdb.org/t/p/w185/tb86j8jVCVsdZnzf8I6cIi65IeM.jpg,tmdb_by_id,0.64831966,6.6948996,4.489829,6.392883,4.034644,6.1073117,3.9272501,6.1830826,6.085114,4.6831226
166635,Passengers (2016),https://image.tmdb.org/t/p/w185/oZpdONg32luHu0g8HcysuPgSlIK.jpg,tmdb_by_id,0.39410898,7.243216,4.7024465,6.7777762,3.2768698,5.9285927,3.861926,7.5794606,6.8462873,5.1032143
169180,American Fable (2017),https://image.tmdb.org/t/p/w185/5D1dsGCh09cJlla924hnVYror6z.jpg,tmdb_by_id,1.5777056,7.79699,4.2635236,7.065847,3.7636151,5.78783,3.7592013,5.52271,6.3600473,4.8178473
121715,Sebastian Maniscalco: What's Wrong with People? (2012),https://image.tmdb.org/t/p/w185/orjul6lasZWOgDYxK2yZCjeeBe9.jpg,tmdb_by_id,0.8313495,6.256884,4.272688,6.4836974,4.0210476,6.921128,3.6604414,8.476868,6.355717,4.9639993
176419,Mother! (2017),https://image.tmdb.org/t/p/w185/fjny9chXPx69ln1LMJxbwi5yHMt.jpg,tmdb_by_id,1.5523313,8.037334,3.7885592,7.0685024,3.5798728,5.947136,3.5994885,6.1592703,6.437207,4.928151
170411,Dave Chappelle: Deep in the Heart of Texas (2017),https://image.tmdb.org/t/p/w185/jaHuxnzJy616w4Muv2NxZgQ9fUu.jpg,tmdb_by_id,0.91667974,6.5885444,4.1866703,6.7205496,4.0449815,6.6231117,3.688335,8.192503,6.437517,4.948017
170401,Table 19 (2017),https://image.tmdb.org/t/p/w185/5frbf55BlFERLJRAwdZNaUGxwN2.jpg,tmdb_by_id,1.6502931,7.4005613,5.6646376,7.478843,2.9390388,6.344465,3.615958,8.704068,7.5015836,5.381821
185585,Pacific Rim: Uprising (2018),https://image.tmdb.org/t/p/w185/nFWhttU8PM50t25NPdy7PE7rv3G.jpg,tmdb_by_id,0.72383946,6.940045,4.4314103,6.525894,3.8680103,6.0664024,3.873604,6.3722763,6.235592,4.774844
189547,Iron Soldier (2010),https://image.tmdb.org/t/p/w185/nJFMaZr1MUu1yIUJRKc8ujUeOtg.jpg,tmdb_by_id,0.1725958,6.2720346,4.4158697,6.3144026,4.188606,6.2711473,3.914153,7.4588356,6.1991577,4.7084618
174727,Good Time (2017),https://image.tmdb.org/t/p/w185/yE1c9hj5Hf8a9KplAdRdhADqUro.jpg,tmdb_by_id,0.8558798,6.449165,3.865614,6.263143,3.7659597,7.1348743,3.5495324,8.282803,6.217039,5.0471396
121469,Killer Movie (2008),https://image.tmdb.org/t/p/w185/fhZNX8SCvtrrTfh8NV5EgtZC9d0.jpg,tmdb_by_id,1.2879143,6.414148,4.5357075,7.7186556,5.255752,5.8870473,3.8935578,8.548026,6.6729555,4.5922136
173751,Tiger Raid (2016),https://image.tmdb.org/t/p/w185/V61ycPJYjdYadFVVK51xaWYvr8.jpg,tmdb_by_id,0.5547672,6.8661523,4.180293,6.4244404,3.8924847,6.173851,3.838779,6.6904817,6.186991,4.7914324
167064,I Am Not Your Negro (2017),https://image.tmdb.org/t/p/w185/zwd0Zti7BvY1mO0mTPzM0fRrtc6.jpg,tmdb_by_id,3.1410356,6.9792843,7.1091375,8.34856,3.4953637,6.479435,3.6760404,8.686708,7.82834,5.349094
121338,Carry on Cabby (1963),https://image.tmdb.org/t/p/w185/3S9fkzkl3kqgnlZUvBF1SqYKVm0.jpg,tmdb_by_id,1.422065,7.6482716,5.8570757,8.018097,3.2155025,5.566189,3.8867793,8.516819,7.7801743,5.3524575
121253,The Town that Dreaded Sundown (2014),https://image.tmdb.org/t/p/w185/dHXH9Gzk14am6KFFG7B3W60P5R4.jpg,tmdb_by_id,1.8859705,6.172073,4.873304,7.912963,5.47646,6.1499243,3.8337522,8.707891,6.687772,4.562109
187717,Won't You Be My Neighbor? (2018),https://image.tmdb.org/t/p/w185/8qE8NZjiP2M884baH0VoLF828Vp.jpg,tmdb_by_id,0.47491902,6.343281,5.211533,7.69843,5.1184683,5.2537084,4.1417003,8.6086035,6.959038,4.5149665
168248,John Wick: Chapter Two (2017),https://image.tmdb.org/t/p/w185/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg,tmdb_by_id,2.0163288,6.199245,4.386171,7.0186653,4.692863,7.0625052,3.5845513,8.018216,6.221557,4.789114
157172,Wizards of the Lost Kingdom II (1989),https://image.tmdb.org/t/p/w185/39Emk29cNi1lBfW86yGFCVOawzp.jpg,tmdb_by_id,0.35466063,6.5227895,4.2420335,6.3796883,4.0413465,6.3130293,3.8348498,7.429131,6.2356973,4.7803416
184471,Tomb Raider (2018),https://image.tmdb.org/t/p/w185/s4Qn5LF6OwK4rIifmthIDtbqDSs.jpg,tmdb_by_id,1.3053135,7.4733167,4.4350405,6.806626,3.6613057,5.975691,3.7839441,5.829758,6.34017,4.85221
166643,Hidden Figures (2016),https://image.tmdb.org/t/p/w185/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,tmdb_by_id,0.6592116,7.4412236,4.724566,6.4905124,2.753454,6.2924733,3.6878116,7.2750945,6.7829256,5.215026
168418,The Boss Baby (2017),https://image.tmdb.org/t/p/w185/unPB1iyEeTBcKiLg8W083rlViFH.jpg,tmdb_by_id,1.2904849,7.976576,5.6789,7.4853907,2.4584897,5.8222685,3.7671585,7.87239,7.6385508,5.5055842
175585,Shot Caller (2017),https://image.tmdb.org/t/p/w185/qLmLz2wtyYvmW8Ult3l2ngOnW8v.jpg,tmdb_by_id,0.83882314,6.0761447,4.5606027,6.4769998,4.5287247,6.516168,3.8682115,7.2166877,6.0669627,4.629226
193581,Black Butler: Book of the Atlantic (2017),https://image.tmdb.org/t/p/w185/4jU2Bdk1MB2OvP4BBvTJIPQc0BF.jpg,tmdb_by_id,1.1142547,6.641177,3.7631733,6.3020444,3.693971,7.180376,3.4920356,7.9695926,6.1719637,5.0636516
137218,April Morning (1988),https://image.tmdb.org/t/p/w185/lRAKBACw4h85ltnDIuETTYlsPr2.jpg,tmdb_by_id,1.8688555,7.7889223,5.9750032,7.746351,2.7927206,5.960715,3.725675,7.930738,7.644396,5.4195714
179749,Creep 2 (2017),https://image.tmdb.org/t/p/w185/a0m7WciFnBqpcyH1Yi8i4tdvk0k.jpg,tmdb_by_id,2.5350432,5.890627,5.4840083,8.077827,5.598052,6.409454,3.7949734,8.720826,6.7374687,4.5409455
175435,The Magic Ring (1982),https://image.tmdb.org/t/p/w185/lErY93TySHWsVwqgHhqflgvZmh2.jpg,tmdb_by_id,1.7408195,8.183183,4.0548325,7.206266,3.3676353,5.934342,3.5765593,6.230994,6.625465,5.0172067
174681,"Oh, Hello: On Broadway (2017)",https://image.tmdb.org/t/p/w185/4sgAcBkhKoazB4xFwiYfWIdLMNf.jpg,tmdb_by_id,1.6447351,6.835233,4.152279,7.6275134,4.7891145,6.206375,3.7014248,8.3758135,6.6431065,4.7962604
170813,Baywatch (2017),https://image.tmdb.org/t/p/w185/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,tmdb_by_id,0.020607185,7.723902,4.7367578,7.126028,3.1210613,5.3067417,3.9461224,7.8369837,7.224297,5.1434474
165947,The True Memoirs of an International Assassin (2016),https://image.tmdb.org/t/p/w185/hPoSSqDqkKSIP2l3t6pyre9u5Ze.jpg,tmdb_by_id,2.2243934,8.385351,6.1212645,7.8137145,2.2804575,5.9454017,3.4998345,7.7987876,7.854211,5.4291987
184015,When We First Met (2018),https://image.tmdb.org/t/p/w185/pscQKoikkSJxAu8O5LKtjgGJEt1.jpg,tmdb_by_id,0.8570313,6.4704847,3.837754,6.225243,3.741038,7.1440554,3.5426414,8.188911,6.1859584,5.041618
175401,Wolf and Calf (1984),https://image.tmdb.org/t/p/w185/vnWBlrREOXyoHe41MDjDkFt2AVv.jpg,tmdb_by_id,0.19869564,6.9377623,4.5152893,6.998085,4.0502734,5.649539,3.9465668,7.964966,6.7639847,4.8242497
160836,Hazard (2005),https://image.tmdb.org/t/p/w185/37UiCE8LyyRLlg9p50LL2QvBmzz.jpg,tmdb_by_id,1.4474152,7.8984613,4.061641,6.9049644,3.2030158,6.2278843,3.541162,6.7401123,6.5981154,5.0878644
167370,Assassin's Creed (2016),https://image.tmdb.org/t/p/w185/nhiShTvoga8fyGX8468hLj6pCtW.jpg,tmdb_by_id,1.1099766,7.409308,4.3447447,6.551051,3.315876,6.299613,3.6676414,6.4528728,6.3934984,4.9800515
180231,Daddy's Home 2 (2017),https://image.tmdb.org/t/p/w185/rF2IoKL0IFmumEXQFUuB8LajTYP.jpg,tmdb_by_id,1.362598,7.2135024,4.388451,7.3009415,4.026864,6.0928636,3.73354,7.6484275,6.7123537,4.9502983
165103,Keeping Up with the Joneses (2016),https://image.tmdb.org/t/p/w185/yvWcTrRCzE4C2hkd2wV4erPuKCn.jpg,tmdb_by_id,1.5606622,7.56835,5.699771,7.7966127,3.0571954,5.9380116,3.7944152,8.503952,7.640712,5.438142
173209,War Machine (2017),https://image.tmdb.org/t/p/w185/bU2Q2rCH5VFrJNKSyx6wSmQZFsX.jpg,tmdb_by_id,3.329939,6.5564156,6.420291,7.895691,4.0447116,6.991516,3.50231,8.316979,7.1464334,5.046634
174055,Dunkirk (2017),https://image.tmdb.org/t/p/w185/b4Oe15CGLL61Ped0RAS9JpqdmCt.jpg,tmdb_by_id,0.19715215,7.633923,4.9659123,6.9103627,2.858625,5.602036,3.8881419,7.650625,7.1715617,5.2080116
176621,Boniface's Holiday (1965),https://image.tmdb.org/t/p/w185/9LhyFNoDYBqWZr33EmLYw3oOxMN.jpg,tmdb_by_id,0.2575605,7.090265,4.5062466,8.149777,5.000857,4.7820587,4.116726,9.087106,7.273232,4.6605864
188833,The Man Who Killed Don Quixote (2018),https://image.tmdb.org/t/p/w185/4o4zw2c9sfHvszIb5xpuFagnouR.jpg,tmdb_by_id,0.8220162,6.5005383,4.7600074,8.037913,5.424198,5.2820253,4.0623636,8.927415,6.9759865,4.5224085
193571,Silver Spoon (2014),https://image.tmdb.org/t/p/w185/6v1wY9x2619AP3MT7oJMFCT9Va9.jpg,tmdb_by_id,0.7252655,7.783635,3.855204,7.2313,3.724015,5.6298685,3.7457478,7.529492,6.788662,4.9707947
165489,Ethel & Ernest (2016),https://image.tmdb.org/t/p/w185/sSBSbvdI9j381JSORvhAhRu7Mrh.jpg,tmdb_by_id,0.7324793,8.096285,3.8894446,7.052973,3.1498773,5.7418127,3.659525,7.336371,6.864817,5.132204
176413,Bliss (2012),https://image.tmdb.org/t/p/w185/rwV9C36GHI1PrCvTAKOtvlcQWjM.jpg,tmdb_by_id,1.833119,7.330127,5.8859487,7.601515,2.9725866,6.367653,3.6609921,8.657236,7.555467,5.431642
175387,On the Trail of the Bremen Town Musicians (1973),https://image.tmdb.org/t/p/w185/rxuYSajmUJBloeodLxVtasTK5ss.jpg,tmdb_by_id,0.3713499,7.6816936,5.2317305,7.1747813,3.0627017,5.3745174,3.8950493,7.6739926,7.292112,5.0785666
193567,anohana: The Flower We Saw That Day - The Movie (2013),https://image.tmdb.org/t/p/w185/dl77aDfwqsaTTpyyzwRod5fbvxm.jpg,tmdb_by_id,0.7414252,7.137627,4.245314,6.4860144,3.7097383,6.085722,3.8199742,6.2709007,6.2239056,4.821547
124484,Kenny & Company (1976),https://image.tmdb.org/t/p/w185/ovwEWbDo4Zb6Kpm43HdeyiIssXM.jpg,tmdb_by_id,1.0921363,7.708507,5.0788593,7.1267166,2.756109,6.0930758,3.6698577,7.929439,7.2504916,5.3406086
