,movieId,0,1,2,3,4,5,6,7,8,9
34,193609,0.87184405,7.030181,3.4396443,7.418092,4.778929,5.912232,3.761627,8.393605,6.5255523,4.7698216
35,180031,0.30744302,6.1722407,4.7392025,6.400885,4.456311,6.0470986,4.031732,6.8033648,6.106402,4.543201
36,165347,0.93698454,6.8720174,3.704339,7.5749335,5.005932,5.802152,3.8225508,8.483883,6.5867343,4.6908736
37,168254,-0.04835364,6.435564,4.044727,6.2329035,4.144233,6.182761,3.9117687,7.3694005,6.1280704,4.7147026
38,171701,2.0511823,6.3373513,4.714263,7.752586,5.1486807,6.4100766,3.7236185,8.577525,6.6397824,4.6871395
39,171811,2.0550249,7.8754463,5.9623027,7.705534,2.9041176,5.9209304,3.6583202,7.477819,7.510166,5.244624
40,176101,0.2555429,7.4248934,4.5577855,6.973761,3.4949553,5.5325756,3.9500718,7.3479156,6.8653502,5.00747
41,165645,1.9680468,7.5972795,6.1915655,7.5822806,2.8094823,6.128035,3.678649,7.8078465,7.5481334,5.317955
42,120637,1.3616943,6.272082,5.0404997,8.015421,5.4630914,5.6636324,3.9826648,8.820864,6.8895035,4.527642
43,121129,0.53883207,7.447992,3.6002803,6.9747868,3.8101811,5.951626,3.7123492,7.914053,6.6218605,4.9916725
44,178323,0.29931745,7.9159784,4.1628613,7.147568,3.053962,5.6244545,3.7788532,8.12495,7.153024,5.2696223
45,166705,2.39919,7.130631,5.224006,7.344024,3.7710354,6.567944,3.5833044,7.1631074,6.7472873,4.9891343
46,165483,0.65109813,6.4726815,4.760268,7.94517,5.4159827,5.21137,4.097933,8.808904,6.930781,4.489539
47,119828,1.1420467,6.5233574,4.6749015,7.790792,5.1265025,5.7181473,3.9304698,8.663762,6.8270164,4.630853
48,182727,1.6285423,7.724576,6.0167756,8.120625,3.1796277,5.554822,3.8640134,8.457083,7.84789,5.3556767
49,179211,0.21784385,7.472553,4.7497144,6.981566,3.3628726,5.4691916,3.9664588,7.327719,6.9545217,5.03054
50,120635,1.057196,7.182542,3.4773831,7.226201,4.368037,6.153195,3.66918,8.085493,6.4957643,4.889886
51,176935,0.6366006,6.761749,4.399338,6.3866973,3.960417,6.143302,3.8934727,6.295568,6.109686,4.724505
52,122906,0.5609043,6.674586,4.4385786,6.417544,3.9740548,6.195229,3.869766,6.765365,6.202181,4.746549
53,165969,2.1201713,6.283503,5.0776553,7.4645004,4.714796,6.6534047,3.6981647,8.223364,6.6102285,4.7834806
54,180985,0.065111496,6.252006,4.266323,6.2943406,4.244138,6.2666683,3.916465,7.581804,6.174563,4.7024283
55,172589,1.803961,8.141123,5.825187,7.900447,2.7708838,5.6811686,3.6660197,8.0149145,7.7684407,5.3380914
56,179119,1.4397436,7.7494125,5.5378246,7.6341925,2.915358,5.8878765,3.738833,8.235912,7.563375,5.3798156
57,182715,0.59913445,6.030328,4.387842,6.270658,4.39553,6.629177,3.8410869,7.35109,6.007889,4.670329
58,189111,0.6424458,6.334568,5.3216395,7.867189,5.1986256,5.2407293,4.1360717,8.801561,7.051241,4.5216556
59,183959,1.0403017,7.428479,3.49855,6.6486583,3.4327703,6.6211796,3.4984899,7.717415,6.4293866,5.135643
60,188751,0.99130434,7.1710887,4.810914,6.7007365,3.400996,6.171561,3.8001792,6.763341,6.5796466,5.0029025
61,190213,1.2233588,7.134084,3.6353643,7.4754715,4.7030697,5.9548187,3.727292,8.009187,6.52277,4.7643576
62,183197,0.6104968,6.627379,4.407917,6.385567,4.1081967,6.1505013,3.9178584,6.3502107,6.0652075,4.676681
63,121715,0.8313495,6.256884,4.272688,6.4836974,4.0210476,6.921128,3.6604414,8.476868,6.355717,4.9639993
64,166635,0.39410898,7.243216,4.7024465,6.7777762,3.2768698,5.9285927,3.861926,7.5794606,6.8462873,5.1032143
65,175199,0.64831966,6.6948996,4.489829,6.392883,4.034644,6.1073117,3.9272501,6.1830826,6.085114,4.6831226
66,169180,1.5777056,7.79699,4.2635236,7.065847,3.7636151,5.78783,3.7592013,5.52271,6.3600473,4.8178473
67,176419,1.5523313,8.037334,3.7885592,7.0685024,3.5798728,5.947136,3.5994885,6.1592703,6.437207,4.928151
68,170411,0.91667974,6.5885444,4.1866703,6.7205496,4.0449815,6.6231117,3.688335,8.192503,6.437517,4.948017
69,170401,1.6502931,7.4005613,5.6646376,7.478843,2.9390388,6.344465,3.615958,8.704068,7.5015836,5.381821
70,121469,1.2879143,6.414148,4.5357075,7.7186556,5.255752,5.8870473,3.8935578,8.548026,6.6729555,4.5922136
71,174727,0.8558798,6.449165,3.865614,6.263143,3.7659597,7.1348743,3.5495324,8.282803,6.217039,5.0471396
72,167064,3.1410356,6.9792843,7.1091375,8.34856,3.4953637,6.479435,3.6760404,8.686708,7.82834,5.349094
73,189547,0.1725958,6.2720346,4.4158697,6.3144026,4.188606,6.2711473,3.914153,7.4588356,6.1991577,4.7084618
74,185585,0.72383946,6.940045,4.4314103,6.525894,3.8680103,6.0664024,3.873604,6.3722763,6.235592,4.774844
75,173751,0.5547672,6.8661523,4.180293,6.4244404,3.8924847,6.173851,3.838779,6.6904817,6.186991,4.7914324
76,121338,1.422065,7.6482716,5.8570757,8.018097,3.2155025,5.566189,3.8867793,8.516819,7.7801743,5.3524575
77,168248,2.0163288,6.199245,4.386171,7.0186653,4.692863,7.0625052,3.5845513,8.018216,6.221557,4.789114
78,121253,1.8859705,6.172073,4.873304,7.912963,5.47646,6.1499243,3.8337522,8.707891,6.687772,4.562109
79,187717,0.47491902,6.343281,5.211533,7.69843,5.1184683,5.2537084,4.1417003,8.6086035,6.959038,4.5149665
80,184471,1.3053135,7.4733167,4.4350405,6.806626,3.6613057,5.975691,3.7839441,5.829758,6.34017,4.85221
81,168418,1.2904849,7.976576,5.6789,7.4853907,2.4584897,5.8222685,3.7671585,7.87239,7.6385508,5.5055842
82,166643,0.6592116,7.4412236,4.724566,6.4905124,2.753454,6.2924733,3.6878116,7.2750945,6.7829256,5.215026
83,157172,0.35466063,6.5227895,4.2420335,6.3796883,4.0413465,6.3130293,3.8348498,7.429131,6.2356973,4.7803416
84,175585,0.83882314,6.0761447,4.5606027,6.4769998,4.5287247,6.516168,3.8682115,7.2166877,6.0669627,4.629226
85,179749,2.5350432,5.890627,5.4840083,8.077827,5.598052,6.409454,3.7949734,8.720826,6.7374687,4.5409455
86,193581,1.1142547,6.641177,3.7631733,6.3020444,3.693971,7.180376,3.4920356,7.9695926,6.1719637,5.0636516
87,137218,1.8688555,7.7889223,5.9750032,7.746351,2.7927206,5.960715,3.725675,7.930738,7.644396,5.4195714
88,175435,1.7408195,8.183183,4.0548325,7.206266,3.3676353,5.934342,3.5765593,6.230994,6.625465,5.0172067
89,170813,0.020607185,7.723902,4.7367578,7.126028,3.1210613,5.3067417,3.9461224,7.8369837,7.224297,5.1434474
90,174681,1.6447351,6.835233,4.152279,7.6275134,4.7891145,6.206375,3.7014248,8.3758135,6.6431065,4.7962604
91,165947,2.2243934,8.385351,6.1212645,7.8137145,2.2804575,5.9454017,3.4998345,7.7987876,7.854211,5.4291987
92,184015,0.8570313,6.4704847,3.837754,6.225243,3.741038,7.1440554,3.5426414,8.188911,6.1859584,5.041618
93,167370,1.1099766,7.409308,4.3447447,6.551051,3.315876,6.299613,3.6676414,6.4528728,6.3934984,4.9800515
94,160836,1.4474152,7.8984613,4.061641,6.9049644,3.2030158,6.2278843,3.541162,6.7401123,6.5981154,5.0878644
95,175401,0.19869564,6.9377623,4.5152893,6.998085,4.0502734,5.649539,3.9465668,7.964966,6.7639847,4.8242497
96,180231,1.362598,7.2135024,4.388451,7.3009415,4.026864,6.0928636,3.73354,7.6484275,6.7123537,4.9502983
97,165103,1.5606622,7.56835,5.699771,7.7966127,3.0571954,5.9380116,3.7944152,8.503952,7.640712,5.438142
98,174055,0.19715215,7.633923,4.9659123,6.9103627,2.858625,5.602036,3.8881419,7.650625,7.1715617,5.2080116
99,173209,3.329939,6.5564156,6.420291,7.895691,4.0447116,6.991516,3.50231,8.316979,7.1464334,5.046634
100,165489,0.7324793,8.096285,3.8894446,7.052973,3.1498773,5.7418127,3.659525,7.336371,6.864817,5.132204
101,176621,0.2575605,7.090265,4.5062466,8.149777,5.000857,4.7820587,4.116726,9.087106,7.273232,4.6605864
102,188833,0.8220162,6.5005383,4.7600074,8.037913,5.424198,5.2820253,4.0623636,8.927415,6.9759865,4.5224085
103,193571,0.7252655,7.783635,3.855204,7.2313,3.724015,5.6298685,3.7457478,7.529492,6.788662,4.9707947
104,176413,1.833119,7.330127,5.8859487,7.601515,2.9725866,6.367653,3.6609921,8.657236,7.555467,5.431642
105,175387,0.3713499,7.6816936,5.2317305,7.1747813,3.0627017,5.3745174,3.8950493,7.6739926,7.292112,5.0785666
106,172881,0.9383541,7.0356317,4.7204456,6.6050754,3.7966404,5.9722853,3.9116843,5.9203873,6.271167,4.7735605
107,185033,0.6098246,6.9636016,4.47393,6.4043207,3.7074924,6.0854053,3.8693736,6.3072734,6.234946,4.8005614
108,124484,1.0921363,7.708507,5.0788593,7.1267166,2.756109,6.0930758,3.6698577,7.929439,7.2504916,5.3406086
109,193567,0.7414252,7.137627,4.245314,6.4860144,3.7097383,6.085722,3.8199742,6.2709007,6.2239056,4.821547
110,181139,0.6162147,6.620879,4.0978107,6.475099,3.5365071,6.886222,3.6005182,8.813864,6.5673103,5.178338
111,183611,0.5847967,7.0059495,4.121778,6.2976403,3.5929475,6.3191442,3.7568793,6.6893253,6.2027946,4.8825383
112,173355,0.051934473,7.356493,4.045181,7.886412,4.64314,4.887068,4.038998,8.914334,7.169967,4.7718697
113,181719,0.42983636,6.1093082,4.3380485,6.2694035,4.32263,6.530193,3.858047,7.4470844,6.0650587,4.691985
114,168174,3.339452,6.5583234,6.4332232,7.9043145,4.0482764,6.986117,3.5047371,8.324358,7.1551213,5.0498505
115,175431,0.2881157,7.6549244,4.653714,7.5050426,3.4878528,5.2658715,4.0038714,8.13911,7.294935,5.177871
116,175577,1.5271777,6.0369053,4.9322486,7.4413633,5.1563606,6.3040643,3.8575473,8.366712,6.5328326,4.59358
117,177939,0.6159139,6.4780445,4.0548077,6.4119344,3.7162318,6.9175844,3.6165981,8.685523,6.443216,5.0923977
118,167634,0.679405,7.62852,4.878048,7.013258,3.154895,5.644936,3.9081795,6.9016733,6.942826,5.127364
119,189043,0.94833475,8.2707205,4.783301,7.0647492,2.4041307,5.853107,3.596734,7.532038,7.279178,5.346325
120,166461,0.29532233,7.5171623,4.9778523,6.879242,3.1656272,5.5096674,3.9462855,7.0493603,6.9575243,5.0325537
121,167380,0.17768031,7.5038223,3.7888472,7.6343293,4.335927,5.176566,3.9278672,8.614345,7.021141,4.8690615
122,173291,0.4251081,6.1546702,4.268789,6.2851806,4.325916,6.508533,3.8534017,7.4427724,6.0621676,4.6967173
123,120130,1.7806768,8.263628,3.7324378,7.2816715,3.6008732,5.851693,3.56395,6.113425,6.5169997,4.935972
124,120783,1.2491608,7.4282856,3.7704036,7.327089,4.090163,6.0801187,3.6453092,7.922499,6.6587696,4.956261
125,165139,0.18688239,7.1063952,4.359366,8.068008,4.971465,4.818885,4.1045437,9.05145,7.215287,4.668356
126,175293,0.36903986,7.4328504,4.4655795,7.235029,3.7786107,5.4383597,3.923772,7.7560616,6.949458,4.9416203
127,185031,0.93448436,7.5457373,5.4639773,7.262937,2.9970715,5.725712,3.909323,7.460704,7.272264,5.261167
128,175397,0.20830366,7.1901755,3.842771,6.39463,3.5076897,6.1426606,3.7458603,7.3383813,6.388484,4.9524555
129,182793,0.87871945,6.9117584,4.371161,6.5698643,3.2369554,6.8194613,3.5781076,8.452741,6.697699,5.247707
130,179819,1.0795687,6.1684976,5.0010285,7.7685766,5.379335,5.6939907,4.0108824,8.727583,6.794359,4.5126634
131,187595,1.0263339,7.2865825,5.441453,8.210572,4.2791743,5.1140823,4.001733,8.79076,7.5610113,4.9083934
132,170897,0.9654891,6.840977,5.1461406,8.2745695,5.0515213,5.0958366,4.0632763,8.97828,7.306159,4.6675544
133,179401,0.37645987,7.3697233,3.325826,7.3148246,4.4015064,5.615139,3.8067944,8.320108,6.6526713,4.8472176
134,172547,2.3652546,7.515547,7.018197,8.414907,2.9893107,5.8583503,3.8464992,8.718761,8.164507,5.5334196
135,171023,1.678628,8.175538,4.8700023,7.121022,2.6345685,6.1369553,3.5138402,6.950426,7.065194,5.2588105
136,160527,1.9557126,5.9879384,5.3009214,7.980881,5.5503287,6.1062913,3.8910162,8.743862,6.769261,4.518613
137,172583,1.374883,8.068541,5.285672,7.0589266,2.501789,5.9779067,3.5992148,7.042296,7.2025375,5.2470818
138,173925,1.1888043,7.1388226,4.56627,6.394039,3.1952646,6.6429605,3.6105492,6.797565,6.3988585,5.04362
139,169984,2.3428826,5.941758,5.227581,7.481415,5.087815,6.778953,3.720165,8.14418,6.460144,4.6461773
140,173941,0.107980974,6.1807823,4.741309,6.40538,4.420615,5.9569707,4.051191,7.0247087,6.1826663,4.5568886
141,179511,1.396537,7.3971634,4.7862744,6.8271465,3.6073322,5.966259,3.8243825,5.7035728,6.400365,4.8592935
142,128087,0.7548588,7.0524936,4.0410833,7.3008213,4.34157,5.8607864,3.8101451,8.259156,6.7123613,4.8560834
143,171631,0.35678303,7.873952,3.9169574,6.81803,2.9710507,5.9020243,3.6725824,7.8061194,6.8941383,5.222088
144,147657,0.92442685,7.749165,4.0570545,6.9003186,3.2808087,6.033498,3.6419904,7.2557673,6.7067666,5.0831614
145,170297,0.85963744,6.5630445,4.5653625,7.5948095,5.071712,5.5978565,3.9784968,8.279431,6.707985,4.5777087
146,140956,0.6047021,6.541603,4.007764,6.23697,3.643606,6.91043,3.6159108,8.146072,6.2926655,5.03577
147,167018,1.229016,7.4123535,4.854925,7.3065877,3.2751968,6.166237,3.726461,8.188911,7.1361694,5.293788
148,170907,2.4516127,7.9553175,6.332841,7.846322,2.6621485,6.119446,3.5486257,7.806974,7.7280135,5.3434415
149,188301,1.2406543,7.093976,5.8694324,8.136511,4.0715065,5.3851633,4.006413,8.797848,7.6134286,5.028884
150,170399,1.1404662,8.310989,4.934506,7.4198837,2.6244774,5.6564007,3.6567824,7.6654696,7.432623,5.3343945
151,166528,0.5025606,7.043984,4.280275,6.657783,3.8719728,5.91839,3.8846724,6.8492827,6.38661,4.821339
152,187593,1.0636079,6.292022,4.565678,6.724745,4.472409,6.4591885,3.8246477,7.405222,6.226581,4.697359
153,172229,0.65414363,7.0205603,4.4392247,6.4588404,3.758944,6.0193067,3.880694,6.165861,6.2216716,4.7795753
154,173145,0.74584705,7.4442987,5.0484695,6.674325,2.7630405,6.1683173,3.7329516,7.373572,6.9477487,5.2248063
155,152085,0.08096915,6.886583,4.4684873,7.2656264,4.428371,5.3593616,4.026866,8.241311,6.8398995,4.720709
156,86668,1.0930945,6.2902017,4.7398367,7.731295,5.3271317,5.7484093,3.9655435,8.669612,6.735808,4.5451617
157,159510,0.90322167,6.206113,4.1488657,6.2787147,3.8796072,7.1979823,3.5810826,8.476546,6.239901,5.010575
158,168090,-0.4447182,6.740884,4.5181713,6.5145926,3.8676732,5.612552,4.0422945,7.656601,6.585758,4.7776675
159,183317,-0.12522021,7.5050626,4.4553614,6.9417343,3.2559721,5.4886775,3.9257321,8.003645,7.048767,5.1123238
160,171867,1.1042198,6.2447276,4.842195,7.7108364,5.2794204,5.788208,3.9658506,8.717445,6.7613072,4.5604596
161,178615,1.3730775,7.7163258,4.3753843,6.7787113,3.04635,6.341697,3.573789,6.808594,6.640498,5.1428514
162,181659,0.21615586,6.708839,4.544608,7.3911653,4.7096176,5.370935,4.0461493,8.3823,6.82452,4.650142
163,120478,0.13041736,7.1961412,4.5537114,6.75233,3.516656,5.702342,3.9386265,7.3998094,6.743831,4.97009
164,175303,2.743147,6.6351485,4.9882765,7.148333,4.000372,7.270265,3.4312663,7.730762,6.514235,5.0155754
165,172587,0.73241675,7.5863867,4.732173,6.77973,3.1640356,5.8128924,3.8124204,6.6649365,6.7423377,5.021406
166,183301,0.118998915,7.3381557,5.2644897,7.0875897,3.4124825,5.2831163,4.0211396,7.558205,7.1402507,4.9425073
167,176579,0.1569819,6.181783,4.752174,6.3998337,4.4206376,5.9760146,4.0483165,6.951554,6.162912,4.5530467
168,120813,1.3667626,6.8254523,4.303349,6.668967,3.4710279,7.0392027,3.4964905,8.382932,6.5821857,5.1891055
169,176751,1.5359462,8.073966,5.403317,7.9358296,3.1246963,5.526249,3.7098496,8.19058,7.6606364,5.2364545
170,177765,0.10814343,6.6168365,3.6897793,6.345688,4.0165677,6.3924036,3.7634585,8.014898,6.243334,4.8625064
171,174141,0.68199635,7.274916,4.4390397,6.504522,2.8657057,6.5753794,3.588174,8.0781145,6.795049,5.279083
172,178827,0.45805138,7.079647,3.5993996,7.643159,4.9526577,5.3906107,3.9144838,8.583882,6.717446,4.668779
173,165959,0.1328063,7.5695086,5.1938767,7.175693,3.1963456,5.249564,3.9926138,7.695173,7.272067,5.062142
174,190207,0.6510603,7.2069917,5.0418406,6.7541184,3.1952739,6.012142,3.8363476,7.311668,6.8477755,5.076392
175,175569,0.4763353,6.320852,4.1646676,6.1837077,4.1945915,6.49411,3.8416924,6.947923,5.9608,4.6961393
176,184349,2.3561742,7.369783,7.0643425,8.441612,3.1165378,5.8846164,3.8668087,8.882192,8.15952,5.512052
177,121374,0.3497982,6.3377767,4.739418,6.5152335,4.3712687,5.964202,4.017409,6.875198,6.2137313,4.588144
178,173307,1.902772,6.0166583,5.200331,7.963842,5.5567145,6.0927725,3.8876271,8.74803,6.7487288,4.517682
179,171891,0.25844166,6.338369,4.0899,6.230172,4.187883,6.4077506,3.8556378,7.3212914,6.061918,4.7250404
180,26073,0.09292532,7.1493163,4.526967,6.714748,3.5526526,5.719636,3.9365819,7.419135,6.7121453,4.9480863
181,173963,0.6246259,6.625867,5.149278,8.168381,5.20151,5.00702,4.1380634,9.098028,7.2570567,4.583584
182,121169,1.5583098,7.5456495,4.7905393,6.954931,3.5716727,5.930356,3.7944012,5.697228,6.4699864,4.8840547
183,176423,0.91555077,6.592145,5.4963107,8.123218,5.019637,5.1742444,4.1046376,8.91454,7.279263,4.6322384
184,189381,3.2852135,7.0386887,7.2631626,8.326332,3.3514345,6.560226,3.6056812,8.6833315,7.8744793,5.3608975
185,183199,1.0938147,8.0747595,5.356961,7.201555,2.309077,5.9114723,3.6814375,7.7211223,7.485716,5.4654737
186,184053,0.6732691,7.2356963,4.553685,8.01645,4.6800675,5.093364,3.9969401,8.678733,7.193727,4.7601676
187,183011,0.86508214,6.4088163,3.8684394,6.077624,3.925578,7.01468,3.623644,7.281543,5.9232354,4.866334
188,184245,2.2393754,7.839707,6.6407614,8.054889,2.6094916,5.9533587,3.7085695,8.258247,7.9954395,5.516246
189,190221,1.2596695,7.0587673,3.7360384,6.3054576,3.425654,7.0232267,3.4527555,7.334839,6.1755133,5.0700827
190,190209,1.1189502,8.360636,5.035326,7.24407,2.3389297,5.7839274,3.6109045,7.5664744,7.435093,5.394516
191,170289,0.16193433,6.1875505,4.7375073,6.4036746,4.4094906,5.9921203,4.039159,7.001499,6.172649,4.563962
192,170817,-0.05672238,7.756004,3.9690228,7.3704867,3.6681077,5.2015753,3.9114094,8.381462,7.1309204,5.043606
193,177185,1.1394242,8.033805,5.6546993,7.050362,2.145995,5.9709997,3.669123,7.4030004,7.459248,5.4357314
194,120761,1.8135755,8.1814375,3.9840744,7.229503,3.544823,5.8615704,3.6033266,5.8926053,6.513257,4.9339223
195,170697,0.16473074,7.272023,3.7578588,7.611031,4.625241,5.203663,3.958347,8.6185665,6.9010983,4.7638073
196,175707,2.827231,6.4990983,5.204575,7.4008718,4.245844,7.168934,3.4794629,8.052358,6.6366377,4.9796543
197,120827,1.0583041,6.7365894,4.042512,6.6605487,3.9502566,6.681969,3.6425035,7.84595,6.346917,4.9593215
198,158721,0.49309638,6.6326094,4.7078233,8.033133,5.3209786,5.0618925,4.1147313,8.996148,7.064824,4.5392294
199,172637,0.071343765,7.110458,4.986768,7.3111534,3.9981964,5.178992,4.080524,7.9654107,7.0785894,4.825791
200,120919,2.0475721,6.213816,4.9476433,7.526154,4.9875813,6.5339146,3.7432191,8.194682,6.5405483,4.6851144
201,169992,1.8646554,7.4075303,6.3242197,8.235692,3.303797,5.7588825,3.9086497,8.735469,7.8961744,5.4300704
202,179491,0.74564815,7.891053,4.0307817,7.1808867,3.286929,5.7939563,3.6920536,7.8145027,6.9676948,5.167838
203,188189,0.8532303,6.2081594,4.143601,6.30534,3.8367743,7.209323,3.5744839,8.653204,6.308135,5.056061
204,170777,2.0274796,6.16035,4.9922843,7.4651165,4.9468756,6.5903993,3.7410426,8.2043915,6.527434,4.694953
205,169034,1.2373363,7.4490695,4.658386,6.7826324,3.5446386,5.940056,3.8178773,5.825184,6.4145617,4.8811383
206,131610,0.9357508,7.2655244,4.8521485,7.215809,3.4756553,6.0074825,3.7836192,8.147038,7.0551877,5.143491
207,179073,2.8440697,7.422715,6.0382566,7.753188,3.2717562,6.5587716,3.515532,7.686518,7.318617,5.2175694
208,170875,1.84429,7.14391,6.0907145,7.5389338,3.0460842,6.3281336,3.8178244,8.090798,7.4417696,5.4476275
209,170355,1.0913235,6.3369017,4.9543004,7.4010663,4.5188217,6.260789,3.8158977,9.1452875,6.916,4.8629503
210,173317,0.5803676,7.4390297,4.3035,6.583029,2.9470592,6.324649,3.6442723,7.7930617,6.7769847,5.228184
211,190215,0.17496073,7.9576125,3.9385207,6.8095117,2.9125986,5.736081,3.7172103,7.709485,6.9315577,5.211446
212,166291,0.3185145,7.9151073,4.678483,7.267981,2.9934685,5.410763,3.8735282,7.929887,7.312328,5.251102
213,180497,1.3233906,7.142381,3.94694,6.343976,3.365373,6.9037075,3.486993,7.0175962,6.210096,5.0481215
214,184641,1.1197414,7.3767824,4.8542175,6.612052,3.0574267,6.3046684,3.6817517,6.755931,6.6420646,5.074069
215,170937,0.74251914,6.9466877,5.180669,8.248969,4.911037,4.9387307,4.1003485,8.957279,7.3838997,4.6888103
216,193585,0.6043708,7.39917,3.3926451,7.132684,4.178857,5.851177,3.7353275,7.940881,6.548208,4.8886113
217,26048,1.2498318,7.126525,4.21541,6.3277006,3.1473427,6.9311256,3.4855652,7.274564,6.3644943,5.124994
218,168846,2.2605064,5.9528995,5.15865,7.538011,5.170688,6.6868544,3.7418425,8.2343025,6.483228,4.626491
219,169904,0.49549338,6.222256,4.8012185,6.5776787,4.458731,6.081121,3.9983323,7.082331,6.2301016,4.596776
220,121171,1.7603872,6.097529,5.4490037,8.081115,5.4668107,5.868648,3.9493845,8.854098,6.9329686,4.5388436
221,179953,1.3808057,7.110281,3.693577,7.174836,4.2984905,6.3677034,3.6155138,7.905958,6.447831,4.8989167
222,165549,1.4563891,7.7219157,5.955875,7.3026857,2.5938022,5.909103,3.8205626,7.1501465,7.406806,5.3762865
223,168366,0.0061722975,6.3726373,4.108507,6.195187,4.1648664,6.2288785,3.9162433,7.252837,6.0835757,4.6966753
224,164909,0.77978146,5.912539,4.5636578,6.2812095,4.4468217,6.7348123,3.8315713,7.320984,5.9884214,4.6463246
225,158874,0.9063986,6.9923797,5.2138724,8.233277,4.7954764,5.063148,4.0576096,8.901389,7.384831,4.7407703
226,168144,1.2876915,7.3493614,4.5653095,7.781645,4.212736,5.6932874,3.7937756,8.322224,7.0732007,4.9385343
227,165343,1.1665723,6.16514,5.1097875,7.8871493,5.4434505,5.6430287,4.021852,8.803926,6.860344,4.503251
228,122918,0.11825321,6.5993776,3.8189805,6.700032,4.322848,6.114715,3.8382335,8.359739,6.419283,4.8013344
